Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1621158064,2021-05-16T09:41:04Z,RYR1TZ,"54.667374,25.308865",1275,138,201
1621158070,2021-05-16T09:41:10Z,RYR1TZ,"54.663895,25.30636",1200,139,201
1621158083,2021-05-16T09:41:23Z,RYR1TZ,"54.656662,25.301352",1050,139,201
1621158095,2021-05-16T09:41:35Z,RYR1TZ,"54.649475,25.296343",875,137,201
1621158102,2021-05-16T09:41:42Z,RYR1TZ,"54.644974,25.29319",800,136,201
1621158111,2021-05-16T09:41:51Z,RYR1TZ,"54.639771,25.289639",700,131,201
1621158117,2021-05-16T09:41:57Z,RYR1TZ,"54.636978,25.287701",700,105,201
1621158123,2021-05-16T09:42:03Z,RYR1TZ,"54.635033,25.286407",0,52,202
1621158129,2021-05-16T09:42:09Z,RYR1TZ,"54.6343,25.285923",0,15,202
1621158134,2021-05-16T09:42:14Z,RYR1TZ,"54.634205,25.2857",0,8,236
1621158138,2021-05-16T09:42:18Z,RYR1TZ,"54.63422,25.285492",0,8,267
1621158141,2021-05-16T09:42:21Z,RYR1TZ,"54.634266,25.285242",0,10,284
1621158146,2021-05-16T09:42:26Z,RYR1TZ,"54.634369,25.284771",0,13,292
1621158149,2021-05-16T09:42:29Z,RYR1TZ,"54.634441,25.284513",0,12,298
1621158153,2021-05-16T09:42:33Z,RYR1TZ,"54.634575,25.284286",0,12,320
1621158158,2021-05-16T09:42:38Z,RYR1TZ,"54.63485,25.284126",0,12,345
1621158162,2021-05-16T09:42:42Z,RYR1TZ,"54.635067,25.284035",0,12,348
1621158166,2021-05-16T09:42:46Z,RYR1TZ,"54.6353,25.283953",0,13,348
1621158170,2021-05-16T09:42:50Z,RYR1TZ,"54.635544,25.283848",0,14,348
1621158174,2021-05-16T09:42:54Z,RYR1TZ,"54.635799,25.283762",0,15,348
1621158178,2021-05-16T09:42:58Z,RYR1TZ,"54.636082,25.28364",0,16,348
1621158185,2021-05-16T09:43:05Z,RYR1TZ,"54.636684,25.283411",0,18,345
1621158192,2021-05-16T09:43:12Z,RYR1TZ,"54.637299,25.283155",0,19,345
1621158204,2021-05-16T09:43:24Z,RYR1TZ,"54.63842,25.282703",0,21,348
1621158209,2021-05-16T09:43:29Z,RYR1TZ,"54.638897,25.282537",0,21,348
1621158216,2021-05-16T09:43:36Z,RYR1TZ,"54.639622,25.282248",0,21,348
1621158222,2021-05-16T09:43:42Z,RYR1TZ,"54.640167,25.282038",0,19,348
1621158227,2021-05-16T09:43:47Z,RYR1TZ,"54.640583,25.281872",0,18,345
1621158235,2021-05-16T09:43:55Z,RYR1TZ,"54.641144,25.281643",0,15,345
1621158240,2021-05-16T09:44:00Z,RYR1TZ,"54.641479,25.281601",0,12,8
1621158244,2021-05-16T09:44:04Z,RYR1TZ,"54.641644,25.281851",0,11,47
1621158248,2021-05-16T09:44:08Z,RYR1TZ,"54.641701,25.282204",0,11,73
1621158252,2021-05-16T09:44:12Z,RYR1TZ,"54.641727,25.28249",0,11,78
1621158256,2021-05-16T09:44:16Z,RYR1TZ,"54.641773,25.282869",0,11,78
1621158259,2021-05-16T09:44:19Z,RYR1TZ,"54.641842,25.28314",0,12,64
1621158265,2021-05-16T09:44:25Z,RYR1TZ,"54.642097,25.283453",0,11,25
1621158270,2021-05-16T09:44:30Z,RYR1TZ,"54.642391,25.28356",0,12,11
1621158275,2021-05-16T09:44:35Z,RYR1TZ,"54.642632,25.28364",0,12,11
1621158280,2021-05-16T09:44:40Z,RYR1TZ,"54.642906,25.283722",0,12,11
1621158284,2021-05-16T09:44:44Z,RYR1TZ,"54.643158,25.283785",0,12,11
1621158288,2021-05-16T09:44:48Z,RYR1TZ,"54.643364,25.283842",0,13,8
1621158292,2021-05-16T09:44:52Z,RYR1TZ,"54.643585,25.283848",0,12,1
1621158295,2021-05-16T09:44:55Z,RYR1TZ,"54.643787,25.283762",0,12,345
1621158299,2021-05-16T09:44:59Z,RYR1TZ,"54.643993,25.283598",0,12,329
1621158302,2021-05-16T09:45:02Z,RYR1TZ,"54.644096,25.283398",0,12,312
1621158305,2021-05-16T09:45:05Z,RYR1TZ,"54.644157,25.283182",0,12,298
1621158309,2021-05-16T09:45:09Z,RYR1TZ,"54.644215,25.28285",0,10,286
1621158312,2021-05-16T09:45:12Z,RYR1TZ,"54.644211,25.28261",0,9,267
1621158316,2021-05-16T09:45:16Z,RYR1TZ,"54.644112,25.282351",0,9,239
1621158320,2021-05-16T09:45:20Z,RYR1TZ,"54.644016,25.282125",0,8,239
1621158326,2021-05-16T09:45:26Z,RYR1TZ,"54.64397,25.281904",0,4,236
1621158342,2021-05-16T09:45:42Z,RYR1TZ,"54.641434,25.28158",0,1,236
